Company_ID,Date,Sector,Total_Energy_Consumption_kWh,Renewable_Energy_Consumption_kWh,NonRenewable_Energy_Consumption_kWh,Production_Output_Units,Supply_Chain_Transport_km,Supply_Chain_Transport_Mode,Raw_Material_Usage_kg,Carbon_Emission_tCO2e_TARGET,Energy_Cost_USD,Carbon_Tax_USD,Process_Efficiency_Percent,Employment_Count,Public_Acceptance_Index,Carbon_Reduction_Strategy,Strategy_Implementation_Cost_USD,Expected_Carbon_Reduction_Percent,Expected_Renewable_Share_Percent,Social_Impact_Score,Industry_Sectors
C013,2024-03-02,Agriculture,75990.32,25281.61,50708.71,1745.28,4446.13,Air,10949.83,18.5845,4337.01,885.01,87.07,4336,0.6,Renewable Adoption,345148.71,13.09,48.36,0.91,Cement Production
C013,2024-03-03,Agriculture,113115.29,23773.68,89341.61,8756.59,3089.45,Rail,16106.49,42.4833,8791.29,1547.54,81.9,4625,0.42,Process Reengineering,437756.47,16.72,30.98,0.79,Automotive Industry
C013,2024-03-04,Agriculture,72414.02,9397.32,63016.7,4045.48,584.08,Rail,29251.84,27.4383,8097.96,1300.0,89.83,1158,0.88,Renewable Adoption,403135.88,8.85,24.24,0.77,Logistics
C013,2024-03-05,Agriculture,123041.14,73749.69,49291.45,8279.68,970.88,Rail,42091.66,17.0133,12978.96,848.7,64.24,4934,0.42,Renewable Adoption,239692.43,22.0,71.76,0.94,Steel Manufacturing
C013,2024-03-06,Agriculture,149722.97,38723.08,110999.89,2716.84,970.71,Air,79845.88,52.091,17687.55,1706.15,94.64,4278,0.88,Carbon Tax Compliance,394983.18,5.47,45.31,0.91,Cement Production
C013,2024-03-07,Agriculture,99568.13,46256.11,53312.02,4308.17,4957.75,Air,41796.19,20.5672,9595.56,877.48,79.57,2003,0.45,Renewable Adoption,379692.8,8.38,60.76,0.69,Automotive Industry
C013,2024-03-08,Agriculture,113401.02,18433.79,94967.23,2386.13,3532.33,Ship,69867.38,42.2813,6859.68,1128.21,82.54,3932,0.9,Process Reengineering,377403.27,18.19,28.72,0.49,Logistics
C013,2024-03-09,Agriculture,135205.46,51457.69,83747.77,6296.74,2246.06,Ship,70813.85,35.1365,11438.05,1279.09,81.69,2504,0.5,Renewable Adoption,160877.95,15.31,54.6,0.87,Steel Manufacturing
C013,2024-03-10,Agriculture,139376.55,60926.83,78449.72,6565.39,2144.04,Rail,41768.25,23.8967,8027.93,531.25,86.57,4616,0.68,Carbon Tax Compliance,121629.75,10.0,62.66,0.61,Cement Production
C013,2024-03-11,Agriculture,188529.94,59498.68,129031.26,1124.27,4172.27,Ship,70707.63,44.5918,13168.61,1831.68,73.36,3164,0.67,Carbon Tax Compliance,265434.61,20.98,48.74,0.44,Automotive Industry
C013,2024-03-12,Agriculture,179916.67,97136.3,82780.37,3596.71,3252.07,Rail,60222.17,30.2195,12534.45,859.52,80.91,4677,0.89,Process Reengineering,374544.47,9.34,70.02,0.91,Logistics
C013,2024-03-13,Agriculture,180840.96,43510.68,137330.28,4685.49,766.84,Air,57712.38,44.8623,20730.23,1885.76,89.1,1619,0.83,Process Reengineering,144540.65,22.6,29.39,0.49,Steel Manufacturing
C013,2024-03-14,Agriculture,109234.23,49688.69,59545.54,9591.15,4904.74,Truck,53384.24,18.808,11280.09,630.42,94.66,613,0.56,Renewable Adoption,227124.98,24.92,59.63,0.79,Cement Production
C013,2024-03-15,Agriculture,53472.74,9665.37,43807.37,7408.77,4321.84,Air,61269.78,20.8416,2996.22,612.53,78.69,3785,0.62,Renewable Adoption,309220.45,9.64,33.41,0.9,Automotive Industry
C013,2024-03-16,Agriculture,50286.01,29794.27,20491.74,6519.9,2828.46,Air,38539.21,10.0609,3163.18,343.23,67.49,1071,0.82,Renewable Adoption,159849.76,15.11,76.47,0.8,Logistics
C013,2024-03-17,Agriculture,101232.29,17057.87,84174.42,5214.48,4403.59,Rail,34338.7,36.3548,7937.14,999.5,92.38,4570,0.9,Process Reengineering,393618.4,7.75,26.41,0.46,Steel Manufacturing
C013,2024-03-18,Agriculture,119059.67,57416.23,61643.44,6432.79,4791.51,Truck,39082.68,21.7817,10997.77,891.62,79.91,1901,0.86,Process Reengineering,187147.55,23.71,57.88,0.72,Cement Production
C013,2024-03-19,Agriculture,147939.14,37954.51,109984.63,6525.12,4676.85,Air,58770.06,52.0602,11177.89,2257.15,94.08,2716,0.67,Efficiency Upgrade,210216.79,17.64,41.22,0.82,Automotive Industry
C013,2024-03-20,Agriculture,156570.07,24475.71,132094.36,1093.11,530.67,Rail,66997.78,44.0583,14087.24,904.07,91.18,3018,0.59,Renewable Adoption,297398.51,16.84,33.68,0.85,Logistics
C013,2024-03-21,Agriculture,107359.68,62724.57,44635.11,4365.77,4812.94,Truck,55465.79,15.1787,8917.38,305.52,80.29,4556,0.78,Efficiency Upgrade,409957.28,8.71,75.27,0.58,Steel Manufacturing
C013,2024-03-22,Agriculture,91963.92,54517.33,37446.59,1411.2,2078.11,Air,49574.91,17.2042,7298.29,503.97,62.01,1755,0.65,Process Reengineering,200022.16,6.91,76.18,0.91,Cement Production
C013,2024-03-23,Agriculture,85873.35,12465.06,73408.29,9311.49,2853.49,Truck,68481.27,35.1884,7156.09,1295.57,89.77,3469,0.55,Process Reengineering,141931.63,22.59,28.95,0.49,Automotive Industry
C013,2024-03-24,Agriculture,196382.22,24465.55,171916.67,5683.65,2996.71,Rail,61233.84,77.5264,15892.15,3321.29,90.91,809,0.55,Process Reengineering,424099.68,5.93,25.35,0.42,Logistics
C013,2024-03-25,Agriculture,197595.95,76321.61,121274.34,6808.98,3491.09,Rail,59126.07,59.4629,21085.63,2044.21,92.0,4865,0.62,Carbon Tax Compliance,455560.5,22.58,45.77,0.41,Steel Manufacturing
C013,2024-03-26,Agriculture,56963.02,33120.3,23842.72,8009.74,3173.68,Air,56901.34,9.0102,5230.66,381.39,88.49,4505,0.52,Carbon Tax Compliance,205444.2,18.65,65.75,0.52,Cement Production
C013,2024-03-27,Agriculture,115591.53,35635.8,79955.73,7899.61,3166.07,Ship,64349.48,31.0774,10511.82,1019.6,84.07,2292,0.4,Efficiency Upgrade,445991.01,7.6,46.37,0.6,Automotive Industry
C013,2024-03-28,Agriculture,180432.76,25168.07,155264.69,8208.01,3318.18,Air,67016.13,63.4537,18003.32,2334.65,64.85,2684,0.69,Efficiency Upgrade,469412.76,16.79,20.21,0.5,Logistics
C013,2024-03-29,Agriculture,183325.67,62674.49,120651.18,3682.61,1418.27,Truck,63134.25,43.4949,16076.21,1820.76,89.11,2754,0.42,Carbon Tax Compliance,198755.33,19.96,52.14,0.63,Steel Manufacturing
C013,2024-03-30,Agriculture,94434.05,50087.59,44346.46,1350.64,1893.19,Rail,16811.27,21.7481,8496.75,511.84,86.26,879,0.58,Carbon Tax Compliance,292331.54,6.02,59.9,0.41,Cement Production
C013,2024-03-31,Agriculture,125427.52,67682.58,57744.94,6930.6,2788.04,Air,21171.43,25.3381,12627.81,742.88,61.09,3911,0.67,Renewable Adoption,450135.11,23.06,60.06,0.44,Automotive Industry
C013,2024-04-01,Agriculture,68701.13,11021.81,57679.32,5584.24,1143.44,Ship,77499.25,18.6871,4133.64,584.22,62.46,1529,0.88,Efficiency Upgrade,108499.31,20.28,30.04,0.73,Logistics
C013,2024-04-02,Agriculture,193947.43,109162.57,84784.86,5697.29,3610.13,Rail,27688.83,31.449,12655.28,868.77,75.53,3512,0.6,Process Reengineering,180612.85,18.4,62.97,0.56,Steel Manufacturing
C013,2024-04-03,Agriculture,192039.5,36796.2,155243.3,6436.56,2409.59,Ship,62102.88,65.9654,23033.64,2974.16,84.67,3714,0.35,Efficiency Upgrade,159420.79,15.21,36.15,0.71,Cement Production
C013,2024-04-04,Agriculture,130870.93,32202.38,98668.55,5277.39,4357.83,Truck,15152.36,33.6347,14975.9,743.38,94.02,3312,0.88,Process Reengineering,225285.9,9.82,44.16,0.74,Automotive Industry
C013,2024-04-05,Agriculture,121825.27,69375.38,52449.89,7167.6,1664.44,Rail,65231.51,24.27,6927.74,593.49,86.83,1080,0.38,Renewable Adoption,232094.08,24.29,74.68,0.72,Logistics
C013,2024-04-06,Agriculture,146735.79,32095.15,114640.64,1575.49,4457.21,Air,59162.62,50.3542,11089.22,2005.32,74.69,3956,0.87,Efficiency Upgrade,223824.62,24.03,39.64,0.95,Steel Manufacturing
C013,2024-04-07,Agriculture,50918.14,23991.58,26926.56,9708.37,4136.56,Air,18460.78,11.8799,4626.65,349.39,81.35,1203,0.65,Efficiency Upgrade,371693.76,24.32,64.59,0.54,Cement Production
C013,2024-04-08,Agriculture,128426.13,55176.76,73249.37,1425.72,4984.92,Truck,44962.38,33.6086,10849.01,694.25,79.65,2446,0.7,Renewable Adoption,172080.71,7.91,57.49,0.93,Automotive Industry
C013,2024-04-09,Agriculture,70713.26,37527.49,33185.77,4153.08,1175.89,Air,58014.12,13.4471,7872.38,453.6,84.63,1392,0.67,Renewable Adoption,452507.52,8.26,64.78,0.45,Logistics
C013,2024-04-10,Agriculture,117962.68,17270.94,100691.74,4194.43,2299.08,Truck,51589.29,39.3689,10006.92,941.46,67.6,603,0.88,Efficiency Upgrade,432190.94,16.56,34.07,0.65,Steel Manufacturing
C013,2024-04-11,Agriculture,174889.95,57051.42,117838.53,8504.79,2882.15,Air,64395.98,44.1552,16538.73,2101.29,91.33,4318,0.92,Process Reengineering,370846.76,7.37,41.86,0.79,Cement Production
C013,2024-04-12,Agriculture,151161.07,68973.15,82187.92,9482.93,3277.35,Ship,23038.11,36.6764,13749.44,1557.44,87.27,4872,0.32,Efficiency Upgrade,119758.66,5.6,62.12,0.64,Automotive Industry
C013,2024-04-13,Agriculture,104136.82,29967.48,74169.34,4640.34,2230.65,Air,40125.98,30.0565,5655.49,658.07,80.26,4529,0.8,Carbon Tax Compliance,313679.35,8.71,34.49,0.55,Logistics
C013,2024-04-14,Agriculture,51602.8,14462.71,37140.09,2899.22,3822.41,Rail,23894.99,13.8045,3129.3,423.78,80.76,1710,0.38,Renewable Adoption,290825.33,16.6,34.44,0.55,Steel Manufacturing
C013,2024-04-15,Agriculture,73979.49,31448.63,42530.86,5643.13,4882.74,Ship,16536.68,18.5808,5918.88,532.59,73.58,826,0.71,Renewable Adoption,181667.11,22.74,54.93,0.49,Cement Production
C013,2024-04-16,Agriculture,108605.08,18337.5,90267.58,2322.0,2555.53,Truck,74835.27,33.5431,11483.42,1379.9,94.91,1700,0.88,Renewable Adoption,430269.43,11.05,30.02,0.84,Automotive Industry
C013,2024-04-17,Agriculture,157260.75,88026.04,69234.71,2255.86,1971.04,Rail,53653.92,30.3805,11987.98,1140.93,81.1,4404,0.4,Efficiency Upgrade,403409.57,15.72,67.29,0.56,Logistics
C013,2024-04-18,Agriculture,119637.41,44642.67,74994.74,9717.63,1951.93,Air,73319.82,36.4733,13942.21,1131.46,71.45,2796,0.53,Carbon Tax Compliance,238518.98,9.15,55.51,0.81,Steel Manufacturing
C013,2024-04-19,Agriculture,75386.08,18584.97,56801.11,8824.58,846.92,Truck,14060.38,25.2338,5599.9,1047.3,85.77,2803,0.42,Renewable Adoption,415506.54,7.09,31.84,0.49,Cement Production
C013,2024-04-20,Agriculture,153659.31,27985.9,125673.41,6532.67,2923.08,Ship,36310.32,40.5928,11439.08,1205.01,69.7,3837,0.93,Renewable Adoption,239723.57,12.64,32.53,0.51,Automotive Industry
C013,2024-04-21,Agriculture,159403.44,45930.88,113472.56,9656.83,789.48,Rail,55986.28,50.6676,11751.33,2486.57,76.93,2675,0.68,Renewable Adoption,101018.06,8.8,39.33,0.68,Logistics
C013,2024-04-22,Agriculture,107075.32,21117.17,85958.15,1279.67,857.3,Rail,11928.42,26.9111,12136.62,1336.4,84.68,3920,0.75,Efficiency Upgrade,470447.05,14.48,33.02,0.52,Steel Manufacturing
C013,2024-04-23,Agriculture,120672.44,41677.55,78994.89,2922.93,4874.73,Ship,54309.24,31.3198,11655.59,709.34,90.61,2284,0.39,Efficiency Upgrade,137004.2,14.78,48.95,0.83,Cement Production
C013,2024-04-24,Agriculture,86834.45,24966.56,61867.89,2608.77,3957.46,Ship,13319.94,27.7252,4633.9,702.96,81.81,1743,0.74,Efficiency Upgrade,261677.34,10.69,37.82,0.76,Automotive Industry
C013,2024-04-25,Agriculture,142781.78,43438.5,99343.28,5685.7,1206.75,Ship,19280.75,42.3787,11610.08,1646.71,89.28,2969,0.74,Process Reengineering,388363.16,7.26,37.57,0.41,Logistics
C013,2024-04-26,Agriculture,81288.55,48258.48,33030.07,5181.6,4883.25,Truck,65613.96,10.4722,9644.38,357.41,77.12,4714,0.46,Process Reengineering,413598.22,17.49,71.69,0.68,Steel Manufacturing
C013,2024-04-27,Agriculture,81388.39,19719.37,61669.02,6542.43,2883.01,Rail,71371.85,24.2185,6089.68,663.34,88.6,3975,0.51,Carbon Tax Compliance,225609.07,5.11,34.34,0.72,Cement Production
C013,2024-04-28,Agriculture,76633.26,15386.96,61246.3,9903.06,3813.0,Air,17521.98,29.4491,6966.61,1354.93,84.63,704,0.57,Renewable Adoption,141133.0,21.28,27.81,0.48,Automotive Industry
C013,2024-04-29,Agriculture,128728.18,15100.28,113627.9,3299.92,885.7,Air,53063.5,45.4451,6843.9,1442.03,63.03,1215,0.51,Carbon Tax Compliance,417374.76,19.07,28.23,0.8,Logistics
C013,2024-04-30,Agriculture,77275.07,41263.01,36012.06,9215.33,4732.86,Truck,45396.43,17.4659,6606.46,451.06,66.12,1150,0.36,Efficiency Upgrade,432951.79,20.56,71.62,0.5,Steel Manufacturing
C013,2024-05-01,Agriculture,146271.97,48318.69,97953.28,5899.36,1867.48,Air,55300.2,39.2089,12351.26,1113.18,72.84,4787,0.55,Renewable Adoption,368811.0,15.95,45.9,0.5,Cement Production
C013,2024-05-02,Agriculture,164155.6,42479.44,121676.16,3991.41,4062.58,Ship,53843.68,47.0025,10928.39,1002.55,93.16,2443,0.43,Carbon Tax Compliance,281662.22,17.51,36.07,0.47,Automotive Industry
C013,2024-05-03,Agriculture,183245.32,85677.93,97567.39,7480.77,2071.0,Ship,44603.67,41.8034,20444.65,1224.82,65.0,1690,0.74,Efficiency Upgrade,436031.92,18.92,64.64,0.41,Logistics
C013,2024-05-04,Agriculture,117048.86,60414.01,56634.85,1351.78,4901.18,Air,39323.38,19.5035,6660.65,823.36,82.1,4372,0.53,Process Reengineering,484655.35,17.87,60.93,0.51,Steel Manufacturing
C013,2024-05-05,Agriculture,75919.34,40202.09,35717.25,8215.86,1346.45,Rail,67781.95,11.8757,4811.15,433.24,68.55,821,0.5,Efficiency Upgrade,267729.83,10.97,58.51,0.93,Cement Production
C013,2024-05-06,Agriculture,181667.28,30730.51,150936.77,9121.55,1450.8,Rail,63378.7,75.4154,18137.51,3178.49,81.2,1830,0.42,Process Reengineering,198237.69,8.24,34.09,0.73,Automotive Industry
C013,2024-05-07,Agriculture,64281.99,25735.37,38546.62,1707.5,4492.95,Air,56911.21,17.8473,4304.93,374.04,63.79,1052,0.34,Renewable Adoption,112348.15,6.6,58.91,0.58,Logistics
C013,2024-05-08,Agriculture,144366.56,67129.99,77236.57,7663.24,984.5,Air,66361.31,35.3698,10242.37,1548.71,85.25,1624,0.46,Carbon Tax Compliance,127107.18,11.75,57.31,0.51,Steel Manufacturing
C013,2024-05-09,Agriculture,104196.78,26485.71,77711.07,4458.57,1386.58,Truck,40879.53,35.9699,8565.22,1189.32,83.67,1491,0.84,Efficiency Upgrade,435989.19,20.63,45.24,0.56,Cement Production
C013,2024-05-10,Agriculture,144686.75,56200.3,88486.45,3665.83,689.3,Ship,43519.54,43.5207,10331.95,1016.98,93.59,4546,0.53,Renewable Adoption,303520.71,22.71,50.71,0.53,Automotive Industry
C013,2024-05-11,Agriculture,59823.73,13817.85,46005.88,3736.96,2914.18,Air,38935.48,22.5877,4485.71,773.12,75.78,4300,0.66,Renewable Adoption,167204.53,17.77,41.13,0.81,Logistics
C013,2024-05-12,Agriculture,117924.88,23805.44,94119.44,7356.46,1167.75,Air,72922.7,41.1086,7548.92,1031.54,61.91,2866,0.5,Process Reengineering,410532.21,12.13,39.62,0.44,Steel Manufacturing
C013,2024-05-13,Agriculture,60398.16,34636.46,25761.7,5874.75,3746.84,Rail,26232.95,11.2886,6968.07,533.64,61.87,1431,0.5,Efficiency Upgrade,293756.15,6.75,71.26,0.9,Cement Production
C013,2024-05-14,Agriculture,178736.68,29502.35,149234.33,7266.02,2491.67,Ship,27922.49,60.0173,11396.45,1728.11,85.84,1667,0.7,Efficiency Upgrade,462827.22,7.41,36.21,0.92,Automotive Industry
C013,2024-05-15,Agriculture,85770.6,15314.82,70455.78,4044.65,3510.83,Truck,66103.92,27.7496,5203.48,1225.04,69.97,4978,0.72,Carbon Tax Compliance,207642.62,10.15,23.76,0.59,Logistics
C013,2024-05-16,Agriculture,79677.42,41082.26,38595.16,8831.58,3346.74,Rail,13911.59,14.185,8425.72,508.64,61.59,4335,0.78,Carbon Tax Compliance,406228.13,21.34,66.29,0.54,Steel Manufacturing
C013,2024-05-17,Agriculture,142377.43,17984.01,124393.42,6143.9,3063.27,Ship,65675.78,42.2171,16804.58,1769.24,91.15,3362,0.43,Renewable Adoption,307196.14,22.37,29.26,0.52,Cement Production
C013,2024-05-18,Agriculture,72811.63,9054.72,63756.91,5548.14,3705.59,Rail,22029.01,27.2725,5430.05,861.75,80.52,848,0.6,Process Reengineering,150758.41,6.77,18.39,0.76,Automotive Industry
C013,2024-05-19,Agriculture,166379.04,97316.85,69062.19,5376.53,4282.13,Air,13805.26,32.0676,10270.86,893.23,81.68,575,0.74,Efficiency Upgrade,433985.28,18.77,71.19,0.49,Logistics
C013,2024-05-20,Agriculture,178791.15,103419.9,75371.25,9924.19,4458.94,Air,25849.43,32.4209,9935.93,1575.36,87.93,4288,0.72,Renewable Adoption,282377.05,5.87,66.18,0.79,Steel Manufacturing
C013,2024-05-21,Agriculture,100825.97,32340.92,68485.05,6898.32,2372.86,Ship,25036.53,31.6924,11107.14,659.45,66.79,724,0.81,Process Reengineering,355636.89,5.29,40.39,0.46,Cement Production
C013,2024-05-22,Agriculture,118614.71,31472.17,87142.54,8915.72,945.41,Air,27090.65,28.5013,6791.18,1419.31,93.31,1549,0.92,Process Reengineering,242963.49,24.86,33.09,0.46,Automotive Industry
C013,2024-05-23,Agriculture,136092.63,62855.05,73237.58,3811.87,1721.56,Truck,23536.08,25.3166,7612.71,589.16,80.99,3580,0.79,Process Reengineering,457459.25,24.92,53.9,0.87,Logistics
C013,2024-05-24,Agriculture,199173.19,99257.48,99915.71,1643.27,1428.22,Truck,75487.71,40.3429,17124.9,1443.05,88.99,4591,0.85,Process Reengineering,129458.91,5.6,63.55,0.42,Steel Manufacturing
C013,2024-05-25,Agriculture,137832.81,79341.97,58490.84,6876.17,3903.26,Truck,76248.16,22.847,10730.33,580.55,89.75,2244,0.36,Carbon Tax Compliance,271949.31,22.56,70.87,0.71,Cement Production
C013,2024-05-26,Agriculture,154337.49,85014.83,69322.66,9949.38,811.71,Ship,65231.44,29.399,7898.9,597.85,88.05,4008,0.58,Carbon Tax Compliance,479686.44,5.81,68.22,0.91,Automotive Industry
C013,2024-05-27,Agriculture,84457.16,29119.35,55337.81,6358.15,3992.27,Rail,64483.79,26.9422,9535.66,1162.59,67.15,3339,0.88,Renewable Adoption,262358.03,14.45,49.11,0.59,Logistics
C013,2024-05-28,Agriculture,110656.27,29857.02,80799.25,8969.29,3651.16,Ship,35574.02,29.0104,7934.67,773.81,88.02,1769,0.92,Renewable Adoption,200750.03,7.06,35.78,0.73,Steel Manufacturing
C013,2024-05-29,Agriculture,197051.79,76563.8,120487.99,7028.72,4050.38,Truck,50063.65,46.3004,20616.09,2120.15,77.56,3926,0.42,Efficiency Upgrade,138585.15,23.08,51.19,0.73,Cement Production
C013,2024-05-30,Agriculture,92292.74,34133.71,58159.03,7739.87,651.66,Rail,52475.19,22.863,5698.12,842.63,65.33,1165,0.63,Process Reengineering,483210.83,16.79,47.45,0.56,Automotive Industry
C013,2024-05-31,Agriculture,192721.3,25117.92,167603.38,9874.67,628.57,Ship,73531.89,80.4495,10985.96,1839.03,87.95,1605,0.88,Carbon Tax Compliance,261374.31,9.18,18.92,0.71,Logistics
C013,2024-06-01,Agriculture,84170.11,32491.84,51678.27,6227.02,3138.81,Ship,65635.25,23.2447,4483.62,605.08,87.99,1803,0.81,Renewable Adoption,160609.52,9.16,52.72,0.77,Steel Manufacturing
C013,2024-06-02,Agriculture,177372.8,21480.23,155892.57,7287.15,4076.33,Air,67108.26,77.274,18180.93,1757.45,73.48,2297,0.54,Renewable Adoption,490896.37,9.67,26.16,0.86,Cement Production
C013,2024-06-03,Agriculture,70811.12,8590.81,62220.31,9840.99,1352.55,Ship,55764.03,21.2127,8225.85,519.39,79.0,3241,0.76,Efficiency Upgrade,321335.2,19.93,29.49,0.52,Automotive Industry
C013,2024-06-04,Agriculture,105467.34,56419.47,49047.87,4458.01,568.17,Air,59181.9,17.5982,10440.85,507.11,90.74,3448,0.53,Efficiency Upgrade,185626.19,8.9,71.26,0.55,Logistics
C013,2024-06-05,Agriculture,86770.11,36324.5,50445.61,5302.17,1605.88,Rail,51407.33,18.8721,6125.45,516.66,76.61,2115,0.4,Process Reengineering,121908.09,22.16,49.45,0.76,Steel Manufacturing
C013,2024-06-06,Agriculture,67692.87,9831.74,57861.13,2082.64,4020.16,Truck,28947.29,19.8257,6104.53,850.17,60.9,2809,0.43,Process Reengineering,474571.25,10.01,21.14,0.84,Cement Production
C013,2024-06-07,Agriculture,96133.8,11717.78,84416.02,8512.88,2486.07,Ship,43900.5,35.5808,5476.54,1224.74,94.03,3926,0.49,Efficiency Upgrade,361865.72,19.86,24.47,0.95,Automotive Industry
C013,2024-06-08,Agriculture,198856.33,51261.46,147594.87,1654.27,2571.4,Rail,44355.0,73.1644,23142.91,1754.21,64.12,1226,0.58,Process Reengineering,323660.45,6.53,39.35,0.88,Logistics
C013,2024-06-09,Agriculture,172760.03,39723.9,133036.13,5427.4,4904.97,Air,68515.15,63.4015,13268.28,2530.82,87.35,4435,0.33,Process Reengineering,442787.67,17.32,38.85,0.59,Steel Manufacturing
C013,2024-06-10,Agriculture,100564.6,24423.16,76141.44,3227.21,4669.03,Ship,71771.62,25.1227,8222.73,684.04,74.22,3863,0.82,Efficiency Upgrade,165109.34,23.81,33.89,0.46,Cement Production
C013,2024-06-11,Agriculture,93185.74,26394.71,66791.03,3454.34,4347.08,Truck,66527.45,26.5371,6898.36,1151.28,72.88,2274,0.94,Renewable Adoption,137345.89,11.98,33.56,0.9,Automotive Industry
C013,2024-06-12,Agriculture,145798.52,36925.94,108872.58,9103.12,3674.09,Air,77966.1,42.2273,9480.06,848.85,71.47,2759,0.72,Carbon Tax Compliance,188117.39,13.23,41.66,0.93,Logistics
C013,2024-06-13,Agriculture,137474.36,46545.36,90929.0,9864.95,4049.77,Rail,50499.56,39.8857,11734.67,1364.73,91.79,4019,0.65,Renewable Adoption,305403.29,24.22,52.98,0.95,Steel Manufacturing
C013,2024-06-14,Agriculture,176006.25,26246.97,149759.28,6228.11,1043.41,Air,40625.97,70.3558,17979.92,3169.84,91.21,2976,0.66,Process Reengineering,402745.83,19.34,24.96,0.94,Cement Production
C013,2024-06-15,Agriculture,152945.61,76714.7,76230.91,7989.58,2393.64,Rail,64933.32,30.0091,12891.37,1104.24,79.22,2180,0.76,Process Reengineering,419866.88,12.64,56.72,0.65,Automotive Industry
C013,2024-06-16,Agriculture,59110.7,24742.47,34368.23,2497.94,3607.71,Truck,53236.42,14.4632,3621.81,298.77,63.18,2780,0.51,Efficiency Upgrade,429457.15,13.65,51.09,0.56,Logistics
C013,2024-06-17,Agriculture,191217.51,19131.88,172085.63,8181.8,3277.71,Ship,42751.7,81.8203,13619.85,2032.1,65.26,2986,0.45,Carbon Tax Compliance,260019.92,16.73,29.17,0.76,Steel Manufacturing
C013,2024-06-18,Agriculture,52958.18,22393.02,30565.16,1556.17,1141.55,Ship,75010.02,9.3471,4372.96,355.89,83.86,2836,0.56,Carbon Tax Compliance,471625.25,11.83,51.08,0.49,Cement Production
C013,2024-06-19,Agriculture,108668.37,62130.29,46538.08,7018.9,1016.99,Rail,66581.83,23.1025,8947.02,464.62,64.1,1254,0.92,Efficiency Upgrade,302127.43,21.78,75.81,0.93,Automotive Industry
C013,2024-06-20,Agriculture,139981.47,77448.13,62533.34,6225.67,3388.76,Air,16101.17,23.4218,9764.73,1105.81,77.75,3555,0.63,Efficiency Upgrade,455378.08,20.35,61.19,0.76,Logistics
C013,2024-06-21,Agriculture,148154.84,85341.68,62813.16,2473.68,4130.16,Truck,55077.37,22.317,11865.14,825.47,61.3,3803,0.53,Process Reengineering,494109.0,22.41,66.05,0.7,Steel Manufacturing
C013,2024-06-22,Agriculture,63274.08,18184.91,45089.17,6078.31,1692.09,Ship,46425.89,17.2344,5237.33,677.84,90.5,1923,0.43,Renewable Adoption,438892.4,19.1,42.15,0.7,Cement Production
C013,2024-06-23,Agriculture,154884.89,56561.77,98323.12,8039.57,2962.35,Rail,11744.02,42.0192,11097.06,1038.6,61.89,1588,0.69,Process Reengineering,285482.15,17.81,49.61,0.53,Automotive Industry
C013,2024-06-24,Agriculture,142955.62,49849.64,93105.98,7435.67,3155.99,Air,65716.69,31.4353,8236.05,899.39,61.61,4946,0.95,Process Reengineering,423993.47,18.42,49.66,0.54,Logistics
C013,2024-06-25,Agriculture,112398.18,44775.43,67622.75,3917.27,587.51,Truck,17381.79,25.2628,8188.26,694.98,67.99,3727,0.87,Carbon Tax Compliance,170716.25,20.43,54.08,0.64,Steel Manufacturing
C013,2024-06-26,Agriculture,165360.24,49443.92,115916.32,7729.59,3904.94,Rail,32357.93,47.9048,12833.59,1598.22,87.4,3912,0.91,Efficiency Upgrade,166598.43,5.71,42.1,0.82,Cement Production
C013,2024-06-27,Agriculture,150892.36,59261.78,91630.58,2378.78,2235.24,Ship,58336.68,41.3332,17778.68,1160.44,68.29,3236,0.36,Efficiency Upgrade,257791.0,6.32,53.93,0.56,Automotive Industry
C013,2024-06-28,Agriculture,180486.46,77411.55,103074.91,8748.95,1974.75,Air,41554.41,31.6993,16839.24,912.19,87.66,3477,0.39,Renewable Adoption,219696.15,8.84,57.74,0.44,Logistics
C013,2024-06-29,Agriculture,96423.37,10443.46,85979.91,4606.15,1918.36,Ship,30966.81,42.9293,10512.77,1785.33,71.47,1747,0.91,Efficiency Upgrade,141126.34,15.34,30.35,0.78,Steel Manufacturing
C013,2024-06-30,Agriculture,139996.97,79250.78,60746.19,9606.44,4591.94,Air,39416.68,29.1215,9804.53,1352.18,60.45,4658,0.78,Carbon Tax Compliance,463045.04,7.74,74.03,0.7,Cement Production
C013,2024-07-01,Agriculture,74854.6,26727.48,48127.12,3637.09,4071.77,Ship,19954.53,18.4064,4608.44,728.34,77.75,1853,0.5,Carbon Tax Compliance,357927.15,6.68,55.01,0.55,Automotive Industry
C013,2024-07-02,Agriculture,184014.54,21346.36,162668.18,5699.35,4745.39,Air,62651.78,50.5096,18987.3,1017.31,76.59,2832,0.6,Efficiency Upgrade,329192.65,6.41,31.18,0.42,Logistics
C013,2024-07-03,Agriculture,149572.68,23028.41,126544.27,7790.31,4330.7,Ship,68024.27,42.6936,14714.45,1795.88,72.99,3704,0.48,Efficiency Upgrade,360724.69,19.74,29.13,0.76,Steel Manufacturing
C013,2024-07-04,Agriculture,192190.81,84277.47,107913.34,1086.53,3852.43,Rail,62144.72,49.8278,10120.21,1443.54,64.94,1272,0.31,Carbon Tax Compliance,265095.76,18.13,50.36,0.77,Cement Production
